model,method,n,tsr,gtsr,degraded_ids,corrected_ids,common_utility_n,common_success_loss,failure_penalized_loss,direction_n,direction_accuracy,own_success_pairs,own_conditional_flip,all_pair_flip_or_failure,review_count,fallback_selected,logical_calls,tokens,token_missing_requests
gpt54,q5:B3_13,640,1.0,1.0,[],[],640,0.002923513659877101,0.002923513659877101,640,0.9734375,960,0.23854166666666668,0.23854166666666668,32,0,1312,700022,0
gpt54,q5:B3_14,640,1.0,1.0,[],[],640,0.002791217975355207,0.002791217975355207,640,0.975,960,0.22291666666666668,0.22291666666666668,32,0,1312,699214,0
gpt54,q5:B3_15,640,1.0,1.0,[],[],640,0.0029517902829904246,0.0029517902829904246,640,0.9734375,960,0.23541666666666666,0.23541666666666666,32,0,1312,699155,0
gpt54,q5:B3_16,640,1.0,1.0,[],[],640,0.0028999992061389244,0.0028999992061389244,640,0.9734375,960,0.234375,0.234375,32,0,1312,698998,0
gpt54,q5:B3_17,640,1.0,1.0,[],[],640,0.0028034885104267202,0.0028034885104267202,640,0.9734375,960,0.23125,0.23125,32,0,1312,699579,0
gpt54,q5:B3_18,640,1.0,1.0,[],[],640,0.0028739801948263464,0.0028739801948263464,640,0.9734375,960,0.23645833333333333,0.23645833333333333,32,0,1312,699620,0
gpt54,q5:B3_19,640,1.0,1.0,[],[],640,0.002849108603497112,0.002849108603497112,640,0.9734375,960,0.23645833333333333,0.23645833333333333,32,0,1312,700204,0
gpt54,q10:DARC,640,1.0,1.0,[],[],640,0.0020683077680830387,0.0020683077680830387,640,0.975,960,0.16145833333333334,0.16145833333333334,64,0,1344,722360,0
gpt54,q10:B4,640,1.0,1.0,[],[],640,0.0024656258275292447,0.0024656258275292447,640,0.975,960,0.221875,0.221875,64,0,1344,721865,0
gpt54,q10:B3_0,640,1.0,1.0,[],[],640,0.002883869791319905,0.002883869791319905,640,0.9734375,960,0.23020833333333332,0.23020833333333332,64,0,1344,723342,0
gpt54,q10:B3_1,640,1.0,1.0,[],[],640,0.0030093091497611713,0.0030093091497611713,640,0.9734375,960,0.23958333333333334,0.23958333333333334,64,0,1344,722700,0
gpt54,q10:B3_2,640,1.0,1.0,[],[],640,0.002847667901192324,0.002847667901192324,640,0.9734375,960,0.234375,0.234375,64,0,1344,722489,0
gpt54,q10:B3_3,640,1.0,1.0,[],[],640,0.0029028522908346615,0.0029028522908346615,640,0.975,960,0.2375,0.2375,64,0,1344,722757,0
gpt54,q10:B3_4,640,1.0,1.0,[],[],640,0.002848688417782058,0.002848688417782058,640,0.971875,960,0.22916666666666666,0.22916666666666666,64,0,1344,722172,0
gpt54,q10:B3_5,640,1.0,1.0,[],[],640,0.0026623960983071277,0.0026623960983071277,640,0.9734375,960,0.23541666666666666,0.23541666666666666,64,0,1344,722604,0
gpt54,q10:B3_6,640,1.0,1.0,[],[],640,0.002804378087422732,0.002804378087422732,640,0.9734375,960,0.23333333333333334,0.23333333333333334,64,0,1344,722074,0
gpt54,q10:B3_7,640,1.0,1.0,[],[],640,0.0028636620286643126,0.0028636620286643126,640,0.9734375,960,0.228125,0.228125,64,0,1344,722664,0
gpt54,q10:B3_8,640,1.0,1.0,[],[],640,0.0028849388106351906,0.0028849388106351906,640,0.975,960,0.23229166666666667,0.23229166666666667,64,0,1344,722727,0
gpt54,q10:B3_9,640,1.0,1.0,[],[],640,0.0027743194073461654,0.0027743194073461654,640,0.971875,960,0.22916666666666666,0.22916666666666666,64,0,1344,723165,0
gpt54,q10:B3_10,640,1.0,1.0,[],[],640,0.0028553263546132585,0.0028553263546132585,640,0.9734375,960,0.22395833333333334,0.22395833333333334,64,0,1344,722545,0
gpt54,q10:B3_11,640,1.0,1.0,[],[],640,0.002705384019330663,0.002705384019330663,640,0.975,960,0.23333333333333334,0.23333333333333334,64,0,1344,722905,0
gpt54,q10:B3_12,640,1.0,1.0,[],[],640,0.0029449834369137725,0.0029449834369137725,640,0.9734375,960,0.2375,0.2375,64,0,1344,723142,0
gpt54,q10:B3_13,640,1.0,1.0,[],[],640,0.002856662582037607,0.002856662582037607,640,0.971875,960,0.234375,0.234375,64,0,1344,723740,0
gpt54,q10:B3_14,640,1.0,1.0,[],[],640,0.002796990875801492,0.002796990875801492,640,0.975,960,0.228125,0.228125,64,0,1344,722531,0
gpt54,q10:B3_15,640,1.0,1.0,[],[],640,0.0029434985459825883,0.0029434985459825883,640,0.9734375,960,0.23229166666666667,0.23229166666666667,64,0,1344,723111,0
gpt54,q10:B3_16,640,1.0,1.0,[],[],640,0.0029445329717471226,0.0029445329717471226,640,0.9734375,960,0.23333333333333334,0.23333333333333334,64,0,1344,722459,0
gpt54,q10:B3_17,640,1.0,1.0,[],[],640,0.002731585364838787,0.002731585364838787,640,0.9734375,960,0.22604166666666667,0.22604166666666667,64,0,1344,723112,0
gpt54,q10:B3_18,640,1.0,1.0,[],[],640,0.0028680477362811123,0.0028680477362811123,640,0.9734375,960,0.23333333333333334,0.23333333333333334,64,0,1344,722598,0
gpt54,q10:B3_19,640,1.0,1.0,[],[],640,0.002836609363392336,0.002836609363392336,640,0.9734375,960,0.23541666666666666,0.23541666666666666,64,0,1344,723493,0
gpt54,q20:DARC,640,1.0,1.0,[],[],640,0.0020683077680830387,0.0020683077680830387,640,0.975,960,0.16145833333333334,0.16145833333333334,128,0,1408,770442,0
gpt54,q20:B4,640,1.0,1.0,[],[],640,0.0021327786830610622,0.0021327786830610622,640,0.9734375,960,0.18958333333333333,0.18958333333333333,128,0,1408,768941,0
gpt54,q20:B3_0,640,1.0,1.0,[],[],640,0.002776749633825748,0.002776749633825748,640,0.971875,960,0.221875,0.221875,128,0,1408,770617,0
gpt54,q20:B3_1,640,1.0,1.0,[],[],640,0.0029391140230893512,0.0029391140230893512,640,0.9734375,960,0.23125,0.23125,128,0,1408,770211,0
gpt54,q20:B3_2,640,1.0,1.0,[],[],640,0.0027064926006100465,0.0027064926006100465,640,0.9734375,960,0.23020833333333332,0.23020833333333332,128,0,1408,769273,0
gpt54,q20:B3_3,640,1.0,1.0,[],[],640,0.0027465448361680086,0.0027465448361680086,640,0.975,960,0.22708333333333333,0.22708333333333333,128,0,1408,770793,0
gpt54,q20:B3_4,640,1.0,1.0,[],[],640,0.002812959916621272,0.002812959916621272,640,0.971875,960,0.228125,0.228125,128,0,1408,768674,0
gpt54,q20:B3_5,640,1.0,1.0,[],[],640,0.002550346058106217,0.002550346058106217,640,0.9734375,960,0.23125,0.23125,128,0,1408,769916,0
gpt54,q20:B3_6,640,1.0,1.0,[],[],640,0.0027239771535153136,0.0027239771535153136,640,0.9734375,960,0.2125,0.2125,128,0,1408,768674,0
gpt54,q20:B3_7,640,1.0,1.0,[],[],640,0.0028572175438195363,0.0028572175438195363,640,0.9734375,960,0.221875,0.221875,128,0,1408,768874,0
gpt54,q20:B3_8,640,1.0,1.0,[],[],640,0.0027375367115065464,0.0027375367115065464,640,0.975,960,0.22708333333333333,0.22708333333333333,128,0,1408,769493,0
gpt54,q20:B3_9,640,1.0,1.0,[],[],640,0.0027676663764946694,0.0027676663764946694,640,0.971875,960,0.22604166666666667,0.22604166666666667,128,0,1408,770029,0
gpt54,q20:B3_10,640,1.0,1.0,[],[],640,0.0028070152571851594,0.0028070152571851594,640,0.9734375,960,0.21875,0.21875,128,0,1408,769760,0
gpt54,q20:B3_11,640,1.0,1.0,[],[],640,0.002646363895238882,0.002646363895238882,640,0.975,960,0.22291666666666668,0.22291666666666668,128,0,1408,769089,0
gpt54,q20:B3_12,640,1.0,1.0,[],[],640,0.002796781844855658,0.002796781844855658,640,0.9734375,960,0.234375,0.234375,128,0,1408,769551,0
gpt54,q20:B3_13,640,1.0,1.0,[],[],640,0.002883614352452863,0.002883614352452863,640,0.971875,960,0.23020833333333332,0.23020833333333332,128,0,1408,770605,0
gpt54,q20:B3_14,640,1.0,1.0,[],[],640,0.002593238814852654,0.002593238814852654,640,0.975,960,0.21875,0.21875,128,0,1408,769490,0
gpt54,q20:B3_15,640,1.0,1.0,[],[],640,0.0028971390539281,0.0028971390539281,640,0.9734375,960,0.228125,0.228125,128,0,1408,770176,0
gpt54,q20:B3_16,640,1.0,1.0,[],[],640,0.00272121616243778,0.00272121616243778,640,0.9734375,960,0.221875,0.221875,128,0,1408,768677,0
gpt54,q20:B3_17,640,1.0,1.0,[],[],640,0.00250432025595871,0.00250432025595871,640,0.9734375,960,0.215625,0.215625,128,0,1408,769401,0
gpt54,q20:B3_18,640,1.0,1.0,[],[],640,0.0027848828623491945,0.0027848828623491945,640,0.975,960,0.234375,0.234375,128,0,1408,769898,0
gpt54,q20:B3_19,640,1.0,1.0,[],[],640,0.0028632179663484933,0.0028632179663484933,640,0.9734375,960,0.23125,0.23125,128,0,1408,770034,0
luna,B0,160,1.0,1.0,[],[],159,0.0011078213549247185,0.0011139241272830158,160,0.9875,240,0.2,0.2,0,0,160,152744,0
luna,B6,160,0.99375,0.975,"[""e2_clean_028_v0""]",[],159,0.0014476184812010284,0.007688570865693521,160,0.9875,237,0.16455696202531644,0.175,160,0,480,497179,0
luna,DARC_online,160,0.99375,0.975,"[""e2_clean_028_v0""]",[],159,0.0009904045576049065,0.007234214529119876,160,0.9875,237,0.1729957805907173,0.18333333333333332,12,0,332,329123,0
luna,B4_online,160,0.99375,0.975,"[""e2_clean_028_v0""]",[],159,0.001212992952334516,0.007455411746382425,160,0.9875,237,0.14345991561181434,0.15416666666666667,64,0,384,388082,0
luna,q5:DARC,160,0.99375,0.975,"[""e2_clean_028_v0""]",[],159,0.000948774132630649,0.007192844294301707,160,0.9875,237,0.18143459915611815,0.19166666666666668,8,0,328,324618,0
luna,q5:B4,160,0.99375,0.975,"[""e2_clean_028_v0""]",[],159,0.0011078213549247185,0.0073508974714564385,160,0.9875,237,0.1940928270042194,0.20416666666666666,8,0,328,324584,0
luna,q5:B3_0,160,1.0,1.0,[],[],159,0.0011078213549247185,0.0011139241272830158,160,0.9875,240,0.2,0.2,8,0,328,324886,0
luna,q5:B3_1,160,1.0,1.0,[],[],159,0.0012823596045177853,0.001287371512816126,160,0.9875,240,0.1875,0.1875,8,0,328,324900,0
luna,q5:B3_2,160,1.0,1.0,[],[],159,0.0011078213549247185,0.0011139241272830158,160,0.9875,240,0.2,0.2,8,0,328,324755,0
luna,q5:B3_3,160,1.0,1.0,[],[],159,0.0011078213549247185,0.0011139241272830158,160,0.9875,240,0.2,0.2,8,0,328,324633,0
luna,q5:B3_4,160,1.0,1.0,[],[],159,0.0011078213549247185,0.0011139241272830158,160,0.9875,240,0.2,0.2,8,0,328,324606,0
luna,q5:B3_5,160,1.0,1.0,[],[],159,0.0011345135962595456,0.0011404495421095003,160,0.9875,240,0.20416666666666666,0.20416666666666666,8,0,328,324649,0
luna,q5:B3_6,160,1.0,1.0,[],[],159,0.0011078213549247185,0.0011139241272830158,160,0.9875,240,0.2,0.2,8,0,328,324892,0
luna,q5:B3_7,160,1.0,1.0,[],[],159,0.0010772794111599782,0.0010835730706668053,160,0.9875,240,0.19583333333333333,0.19583333333333333,8,0,328,324560,0
luna,q5:B3_8,160,1.0,1.0,[],[],159,0.0011078213549247185,0.0011139241272830158,160,0.9875,240,0.2,0.2,8,0,328,324623,0
luna,q5:B3_9,160,1.0,1.0,[],[],159,0.0011078213549247185,0.0011139241272830158,160,0.9875,240,0.2,0.2,8,0,328,324710,0
luna,q5:B3_10,160,1.0,1.0,[],[],159,0.0011078213549247185,0.0011139241272830158,160,0.9875,240,0.2,0.2,8,0,328,324522,0
luna,q5:B3_11,160,1.0,1.0,[],[],159,0.0011078213549247185,0.0011139241272830158,160,0.9875,240,0.2,0.2,8,0,328,324544,0
luna,q5:B3_12,160,1.0,1.0,[],[],159,0.0011276900295641983,0.0011336686227059992,160,0.9875,240,0.17916666666666667,0.17916666666666667,8,0,328,324936,0
luna,q5:B3_13,160,1.0,1.0,[],[],159,0.001211787998690561,0.001217240979525322,160,0.9875,240,0.2125,0.2125,8,0,328,324608,0
luna,q5:B3_14,160,1.0,1.0,[],[],159,0.0013341646321493044,0.0013388527590249481,160,0.9875,240,0.2125,0.2125,8,0,328,324813,0
luna,q5:B3_15,160,1.0,1.0,[],[],159,0.0010785523685050088,0.0010848380720284295,160,0.9875,240,0.19166666666666668,0.19166666666666668,8,0,328,324701,0
luna,q5:B3_16,160,1.0,1.0,[],[],159,0.0010785523685050088,0.0010848380720284295,160,0.9875,240,0.19166666666666668,0.19166666666666668,8,0,328,324750,0
luna,q5:B3_17,160,1.0,1.0,[],[],159,0.0011078213549247185,0.0011139241272830158,160,0.9875,240,0.2,0.2,8,0,328,324785,0
luna,q5:B3_18,160,0.99375,0.975,"[""e2_clean_028_v0""]",[],159,0.001211787998690561,0.007454214323698745,160,0.9875,237,0.20675105485232068,0.21666666666666667,8,0,328,324874,0
luna,q5:B3_19,160,1.0,1.0,[],[],159,0.0011016311570754282,0.0011077726181702835,160,0.9875,240,0.19166666666666668,0.19166666666666668,8,0,328,324704,0
luna,q10:DARC,160,0.99375,0.975,"[""e2_clean_028_v0""]",[],159,0.0010233818167239607,0.007266985680369436,160,0.9875,237,0.14345991561181434,0.15416666666666667,16,0,336,333831,0
luna,q10:B4,160,0.99375,0.975,"[""e2_clean_028_v0""]",[],159,0.0013036226883845641,0.007545475046582162,160,0.9875,237,0.20253164556962025,0.2125,16,0,336,333779,0
luna,q10:B3_0,160,1.0,1.0,[],[],159,0.0011078213549247185,0.0011139241272830158,160,0.9875,240,0.2,0.2,16,0,336,333823,0
luna,q10:B3_1,160,1.0,1.0,[],[],159,0.0012823596045177853,0.001287371512816126,160,0.9875,240,0.1875,0.1875,16,0,336,334096,0
luna,q10:B3_2,160,1.0,1.0,[],[],159,0.0011078213549247185,0.0011139241272830158,160,0.9875,240,0.2,0.2,16,0,336,333752,0
luna,q10:B3_3,160,1.0,1.0,[],[],159,0.001120929939404293,0.001126950783109593,160,0.9875,240,0.19166666666666668,0.19166666666666668,16,0,336,333732,0
luna,q10:B3_4,160,1.0,1.0,[],[],159,0.0011078213549247185,0.0011139241272830158,160,0.9875,240,0.2,0.2,16,0,336,333828,0
luna,q10:B3_5,160,1.0,1.0,[],[],159,0.0009754663739654761,0.0009823963649547688,160,0.9875,240,0.19166666666666668,0.19166666666666668,16,0,336,334105,0
luna,q10:B3_6,160,1.0,1.0,[],[],159,0.001120929939404293,0.001126950783109593,160,0.9875,240,0.19166666666666668,0.19166666666666668,16,0,336,334073,0
luna,q10:B3_7,160,1.0,1.0,[],[],159,0.0010772794111599782,0.0010835730706668053,160,0.9875,240,0.19583333333333333,0.19583333333333333,16,0,336,333323,0
luna,q10:B3_8,160,1.0,1.0,[],[],159,0.001120929939404293,0.001126950783109593,160,0.9875,240,0.19166666666666668,0.19166666666666668,16,0,336,333502,0
luna,q10:B3_9,160,1.0,1.0,[],[],159,0.0011078213549247185,0.0011139241272830158,160,0.9875,240,0.2,0.2,16,0,336,333643,0
luna,q10:B3_10,160,1.0,1.0,[],[],159,0.0011078213549247185,0.0011139241272830158,160,0.9875,240,0.2,0.2,16,0,336,333564,0
luna,q10:B3_11,160,1.0,1.0,[],[],159,0.0010772794111599782,0.0010835730706668053,160,0.9875,240,0.19583333333333333,0.19583333333333333,16,0,336,333522,0
luna,q10:B3_12,160,1.0,1.0,[],[],159,0.000995335048604956,0.001002140860377752,160,0.9875,240,0.17083333333333334,0.17083333333333334,16,0,336,333919,0
luna,q10:B3_13,160,1.0,1.0,[],[],159,0.001211787998690561,0.001217240979525322,160,0.9875,240,0.2125,0.2125,16,0,336,333672,0
luna,q10:B3_14,160,1.0,1.0,[],[],159,0.0013341646321493044,0.0013388527590249481,160,0.9875,240,0.2125,0.2125,16,0,336,333972,0
luna,q10:B3_15,160,1.0,1.0,[],[],159,0.0010785523685050088,0.0010848380720284295,160,0.9875,240,0.19166666666666668,0.19166666666666668,16,0,336,333911,0
luna,q10:B3_16,160,1.0,1.0,[],[],159,0.0010723621706557186,0.0010786865629156973,160,0.9875,240,0.18333333333333332,0.18333333333333332,16,0,336,333803,0
luna,q10:B3_17,160,1.0,1.0,[],[],159,0.0011078213549247185,0.0011139241272830158,160,0.9875,240,0.2,0.2,16,0,336,333934,0
luna,q10:B3_18,160,0.99375,0.975,"[""e2_clean_028_v0""]",[],159,0.0014381312759151471,0.007679142955440678,160,0.9875,237,0.21940928270042195,0.22916666666666666,16,0,336,333704,0
luna,q10:B3_19,160,1.0,1.0,[],[],159,0.0013279744343000141,0.0013327012499122159,160,0.9875,240,0.20416666666666666,0.20416666666666666,16,0,336,333710,0
luna,q20:DARC,160,0.99375,0.975,"[""e2_clean_028_v0""]",[],159,0.00098664967510993,0.007230483114640493,160,0.9875,237,0.1308016877637131,0.14166666666666666,32,0,352,352342,0
luna,q20:B4,160,0.99375,0.975,"[""e2_clean_028_v0""]",[],159,0.001239721199464424,0.007481972941967771,160,0.9875,237,0.16877637130801687,0.17916666666666667,32,0,352,352028,0
luna,q20:B3_0,160,1.0,1.0,[],[],159,0.0010240511913650987,0.0010306775272456437,160,0.9875,240,0.19166666666666668,0.19166666666666668,32,0,352,351850,0
luna,q20:B3_1,160,1.0,1.0,[],[],159,0.0011233123822237158,0.0011293183356613945,160,0.9875,240,0.175,0.175,32,0,352,352482,0
luna,q20:B3_2,160,1.0,1.0,[],[],159,0.0011078213549247185,0.0011139241272830158,160,0.9875,240,0.2,0.2,32,0,352,351983,0
luna,q20:B3_3,160,1.0,1.0,[],[],159,0.001120929939404293,0.001126950783109593,160,0.9875,240,0.19166666666666668,0.19166666666666668,32,0,352,351515,0
luna,q20:B3_4,160,1.0,1.0,[],[],159,0.0010785523685050088,0.0010848380720284295,160,0.9875,240,0.19166666666666668,0.19166666666666668,32,0,352,352082,0
luna,q20:B3_5,160,1.0,1.0,[],[],159,0.0009754663739654761,0.0009823963649547688,160,0.9875,240,0.19166666666666668,0.19166666666666668,32,0,352,352335,0
luna,q20:B3_6,160,0.99375,0.975,"[""e2_clean_028_v0""]",[],159,0.001120929939404293,0.007363924127283014,160,0.9875,237,0.189873417721519,0.2,32,0,352,352708,0
luna,q20:B3_7,160,1.0,1.0,[],[],159,0.0009182321888659088,0.0009255198935120737,160,0.9875,240,0.18333333333333332,0.18333333333333332,32,0,352,351302,0
luna,q20:B3_8,160,1.0,1.0,[],[],159,0.0011894373989011354,0.0011950300709845803,160,0.9875,240,0.1875,0.1875,32,0,352,351582,0
luna,q20:B3_9,160,1.0,1.0,[],[],159,0.001232290042176098,0.001237614885239074,160,0.9875,240,0.20833333333333334,0.20833333333333334,32,0,352,351987,0
luna,q20:B3_10,160,1.0,1.0,[],[],159,0.0011786693098409383,0.0011843292824810093,160,0.9875,240,0.20416666666666666,0.20416666666666666,32,0,352,351505,0
luna,q20:B3_11,160,1.0,1.0,[],[],159,0.0013036226883845641,0.0013085017024087376,160,0.9875,240,0.20833333333333334,0.20833333333333334,32,0,352,351912,0
luna,q20:B3_12,160,1.0,1.0,[],[],159,0.000995335048604956,0.001002140860377752,160,0.9875,240,0.17083333333333334,0.17083333333333334,32,0,352,351998,0
luna,q20:B3_13,160,1.0,1.0,[],[],159,0.0014381312759151471,0.0014421696112672544,160,0.9875,240,0.225,0.225,32,0,352,351685,0
luna,q20:B3_14,160,0.99375,0.975,"[""e2_clean_028_v0""]",[],159,0.001175117409855235,0.007417772926043639,160,0.9875,237,0.1940928270042194,0.20416666666666666,32,0,352,352029,0
luna,q20:B3_15,160,1.0,1.0,[],[],159,0.0011734110132741462,0.0011791038502677596,160,0.9875,240,0.1875,0.1875,32,0,352,351879,0
luna,q20:B3_16,160,1.0,1.0,[],[],159,0.0014026720916461473,0.0014069320468999356,160,0.9875,240,0.20833333333333334,0.20833333333333334,32,0,352,351782,0
luna,q20:B3_17,160,1.0,1.0,[],[],159,0.0013608568734841315,0.0013653781738514326,160,0.9875,240,0.21666666666666667,0.21666666666666667,32,0,352,351985,0
luna,q20:B3_18,160,0.99375,0.975,"[""e2_clean_028_v0""]",[],159,0.0014381312759151471,0.007679142955440678,160,0.9875,237,0.21940928270042195,0.22916666666666666,32,0,352,351592,0
luna,q20:B3_19,160,1.0,1.0,[],[],159,0.0012933419317995836,0.0012982852005524132,160,0.9875,240,0.18333333333333332,0.18333333333333332,32,0,352,352278,0
gemini,B0,160,1.0,1.0,[],[],160,0.0003192926796176819,0.0003192926796176819,160,0.9875,240,0.05,0.05,0,0,160,52517,0
gemini,B6,160,1.0,1.0,[],[],160,0.0003146501678116281,0.0003146501678116281,160,0.9875,240,0.025,0.025,160,124,480,204971,0
gemini,DARC_online,160,1.0,1.0,[],[],160,0.0003146501678116281,0.0003146501678116281,160,0.9875,240,0.025,0.025,2,0,322,120042,0
gemini,B4_online,160,1.0,1.0,[],[],160,0.0003192926796176819,0.0003192926796176819,160,0.9875,240,0.05,0.05,0,0,320,119054,0
gemini,q5:DARC,160,1.0,1.0,[],[],160,0.0003146501678116281,0.0003146501678116281,160,0.9875,240,0.025,0.025,8,5,328,123174,0
gemini,q5:B4,160,1.0,1.0,[],[],160,0.0003146501678116281,0.0003146501678116281,160,0.9875,240,0.025,0.025,8,2,328,123450,0
gemini,q5:B3_0,160,1.0,1.0,[],[],160,0.0003192926796176819,0.0003192926796176819,160,0.9875,240,0.05,0.05,8,7,328,123597,0
gemini,q5:B3_1,160,1.0,1.0,[],[],160,0.00029408660117029615,0.00029408660117029615,160,0.9875,240,0.0375,0.0375,8,6,328,123432,0
gemini,q5:B3_2,160,1.0,1.0,[],[],160,0.0003192926796176819,0.0003192926796176819,160,0.9875,240,0.05,0.05,8,6,328,123279,0
gemini,q5:B3_3,160,1.0,1.0,[],[],160,0.0003192926796176819,0.0003192926796176819,160,0.9875,240,0.05,0.05,8,7,328,123292,0
gemini,q5:B3_4,160,1.0,1.0,[],[],160,0.0003192926796176819,0.0003192926796176819,160,0.9875,240,0.05,0.05,8,4,328,123158,0
gemini,q5:B3_5,160,1.0,1.0,[],[],160,0.0003192926796176819,0.0003192926796176819,160,0.9875,240,0.05,0.05,8,8,328,123449,0
gemini,q5:B3_6,160,1.0,1.0,[],[],160,0.0003192926796176819,0.0003192926796176819,160,0.9875,240,0.05,0.05,8,5,328,123749,0
gemini,q5:B3_7,160,1.0,1.0,[],[],160,0.0003192926796176819,0.0003192926796176819,160,0.9875,240,0.05,0.05,8,5,328,123139,0
gemini,q5:B3_8,160,1.0,1.0,[],[],160,0.0003192926796176819,0.0003192926796176819,160,0.9875,240,0.05,0.05,8,8,328,123303,0
gemini,q5:B3_9,160,1.0,1.0,[],[],160,0.0003192926796176819,0.0003192926796176819,160,0.9875,240,0.05,0.05,8,7,328,123214,0
gemini,q5:B3_10,160,1.0,1.0,[],[],160,0.0003192926796176819,0.0003192926796176819,160,0.9875,240,0.05,0.05,8,7,328,123242,0
gemini,q5:B3_11,160,1.0,1.0,[],[],160,0.0003192926796176819,0.0003192926796176819,160,0.9875,240,0.05,0.05,8,6,328,123343,0
gemini,q5:B3_12,160,1.0,1.0,[],[],160,0.0003192926796176819,0.0003192926796176819,160,0.9875,240,0.05,0.05,8,4,328,123698,0
gemini,q5:B3_13,160,1.0,1.0,[],[],160,0.0003192926796176819,0.0003192926796176819,160,0.9875,240,0.05,0.05,8,6,328,123264,0
gemini,q5:B3_14,160,1.0,1.0,[],[],160,0.0003192926796176819,0.0003192926796176819,160,0.9875,240,0.05,0.05,8,6,328,123509,0
gemini,q5:B3_15,160,1.0,1.0,[],[],160,0.0003192926796176819,0.0003192926796176819,160,0.9875,240,0.05,0.05,8,5,328,123315,0
gemini,q5:B3_16,160,1.0,1.0,[],[],160,0.0003192926796176819,0.0003192926796176819,160,0.9875,240,0.05,0.05,8,7,328,123578,0
gemini,q5:B3_17,160,1.0,1.0,[],[],160,0.00029408660117029615,0.00029408660117029615,160,0.9875,240,0.0375,0.0375,8,4,328,123534,0
gemini,q5:B3_18,160,1.0,1.0,[],[],160,0.0003192926796176819,0.0003192926796176819,160,0.9875,240,0.05,0.05,8,6,328,123667,0
gemini,q5:B3_19,160,1.0,1.0,[],[],160,0.0003192926796176819,0.0003192926796176819,160,0.9875,240,0.05,0.05,8,6,328,123107,0
gemini,q10:DARC,160,1.0,1.0,[],[],160,0.0003146501678116281,0.0003146501678116281,160,0.9875,240,0.025,0.025,16,10,336,128087,0
